state_code,state_fips,state_name,state_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,grade_encounters,n_grade_encounters
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-16,5,Post,C,3.0,-0.32935282215444445,D,2.0,-0.59421357461236257,D,2.0,-0.99453612496123356,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-15,4,Post,C,3.0,-0.37553585386710059,D,2.0,-0.570401857875225,D,2.0,-0.99482602851941548,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-14,3,Post,C,3.0,-0.35597381121076671,D,2.0,-0.59632343529742782,D,2.0,-0.99558793389943123,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-13,2,Post,C-,2.7,-0.38315950073309629,D,2.0,-0.51217259320902875,F,1.0,-0.995704519022641,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-12,1,Post,B+,4.3,-0.50783604407245508,C,3.0,-0.779110364045691,A,5.0,-0.99775959086066845,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-11,7,Post,B,4.0,-0.51968126835230355,C,3.0,-0.66887651760121658,B,4.0,-0.99476827475474794,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-10,6,Post,C,3.0,-0.3644110650478643,D,2.0,-0.594816288455561,D,2.0,-0.99354798764931207,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-09,5,Post,C,3.0,-0.33418576768715708,D,2.0,-0.5882438226604233,D,2.0,-0.9949480736884555,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-08,4,Post,C,3.0,-0.34092852217547354,D,2.0,-0.55138684170710739,D,2.0,-0.99503900751569,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-07,3,Post,C,3.0,-0.32661230624425325,D,2.0,-0.58253075564648837,D,2.0,-0.99593197297791858,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-06,2,Post,C,3.0,-0.38058274913810286,D,2.0,-0.58981336356882785,D,2.0,-0.99564453751501691,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-05,1,Post,B,4.0,-0.45403272121269933,C,3.0,-0.66613049743905928,B,4.0,-0.99646562396084681,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-04,7,Post,B-,3.7,-0.36132745629931567,D,2.0,-0.65757560135987014,B,4.0,-0.99517018768399768,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-03,6,Post,C+,3.3,-0.40631193893270234,C,3.0,-0.59058013757795957,D,2.0,-0.994339615787401,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-02,5,Post,C+,3.3,-0.39094852280261877,D,2.0,-0.60874870911611234,C,3.0,-0.99574729041192289,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-04-01,4,Post,C,3.0,-0.35844049543232881,D,2.0,-0.56885369190280721,D,2.0,-0.99612398555273907,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-31,3,Post,C,3.0,-0.333183810039768,D,2.0,-0.5643575223806272,D,2.0,-0.99586376617883776,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-30,2,Post,C,3.0,-0.3383388474582481,D,2.0,-0.558126012798804,D,2.0,-0.9959774670938174,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-29,1,Post,B-,3.7,-0.38671615558314226,D,2.0,-0.65778601838947148,B,4.0,-0.99398576642115155,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-28,7,Post,B,4.0,-0.35709490453692533,D,2.0,-0.70576566984162559,A,5.0,-0.99359274742347425,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-27,6,Post,C-,2.7,-0.29953179141119834,D,2.0,-0.51155223898194779,F,1.0,-0.98821375205722362,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-26,5,Post,C-,2.7,-0.27065795438468188,D,2.0,-0.51556917786058609,F,1.0,-0.98991746075549825,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-25,4,Post,D+,2.3,-0.22744354923026697,F,1.0,-0.50608949257403979,F,1.0,-0.99157043307826587,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-24,3,Post,D+,2.3,-0.2142626782629565,F,1.0,-0.48814060609066828,F,1.0,-0.99115956239291025,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-23,2,Post,C-,2.7,-0.26083556573245942,D,2.0,-0.48986462692595961,F,1.0,-0.991110799098673,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-22,1,Post,C,3.0,-0.2550940827956949,D,2.0,-0.57313794189211054,D,2.0,-0.99353186377286584,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-21,7,Post,C+,3.3,-0.22983047671141621,F,1.0,-0.65519081410057378,B,4.0,-0.99418053772934789,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-20,6,Post,C,3.0,-0.22731954816756997,F,1.0,-0.61888461480230572,C,3.0,-0.99164550412276609,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-19,5,Post,D+,2.3,-0.1680343545481166,F,1.0,-0.50736554673885881,F,1.0,-0.9904844867299144,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-18,4,Post,D+,2.3,-0.14151838614080739,F,1.0,-0.40103822382987042,F,1.0,-0.98916966295427577,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-17,3,Post,D+,2.3,-0.0803847196914428,F,1.0,-0.30157159079836832,F,1.0,-0.98882709846335259,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-16,2,Post,D+,2.3,-0.18810926977916093,F,1.0,-0.10989571096095758,F,1.0,-0.98577352030783916,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-15,1,Post,D+,2.3,-0.22521992557517853,F,1.0,-0.25320056234702054,F,1.0,-0.98808775672471461,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-14,7,Post,C-,2.7,-0.34899650946126054,D,2.0,-0.23760527287554936,F,1.0,-0.985240318583761,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-13,6,Post,D+,2.3,-0.20314367765113855,F,1.0,-0.11538858803844153,F,1.0,-0.97811956223760543,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-12,5,Post,D+,2.3,-0.1525587061252183,F,1.0,-0.031467714022293675,F,1.0,-0.97916576509180986,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-11,4,Post,D+,2.3,-0.075056084981746055,F,1.0,-0.06269552136811507,F,1.0,-0.97475357954772024,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-10,3,Post,D+,2.3,-0.095438215932402953,F,1.0,-0.021367115258131477,F,1.0,-0.97720038823467037,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-09,2,Post,D+,2.3,-0.13384808123262409,F,1.0,-0.020652050889439062,F,1.0,-0.97887731940142753,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-08,1,Pre,D+,2.3,-0.11270456716467885,F,1.0,-0.056426168073139341,F,1.0,-0.98380335168190181,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-07,7,Pre,D+,2.3,-0.10863762722694316,F,1.0,0.038528546045316969,F,1.0,-0.97246940913114521,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-06,6,Pre,D+,2.3,-0.097555397626161625,F,1.0,0.00057363740893331332,F,1.0,-0.97021878109615534,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-05,5,Pre,D+,2.3,-0.099722313565208137,F,1.0,-0.03618451031794459,F,1.0,-0.97490024525543584,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-04,4,Pre,D+,2.3,-0.051424491453965764,F,1.0,0.019765064598090829,F,1.0,-0.97750771913149148,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-03,3,Pre,D+,2.3,-0.026814414202543997,F,1.0,0.00030911146524694171,F,1.0,-0.97746938498110847,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-02,2,Pre,D+,2.3,0.024959902734077558,F,1.0,-0.0041731584127097515,F,1.0,-0.97750640374397835,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-03-01,1,Pre,D+,2.3,0.0738049941249826,F,1.0,0.044438057991775318,F,1.0,-0.98087708424641051,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-02-29,7,Pre,D+,2.3,0.11901738624533249,F,1.0,0.07172536860391994,F,1.0,-0.96866775130565641,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-02-28,6,Pre,D+,2.3,0.13078971320211957,F,1.0,0.086702832311056008,F,1.0,-0.966239733868894,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-02-27,5,Pre,D+,2.3,0.079438744649699258,F,1.0,0.033068197328003077,F,1.0,-0.97267883761448792,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-02-26,4,Pre,D+,2.3,0.0985642699939818,F,1.0,0.049346805391364781,F,1.0,-0.97457806927096635,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-02-25,3,Pre,D+,2.3,0.06646893744689604,F,1.0,0.015837928037377654,F,1.0,-0.97543974204832684,A,5.0
MT,30,Montana,1062305,2020-04-17 19:15:42.785758 UTC,2020-02-24,2,Pre,D+,2.3,0.011080581563785946,F,1.0,-0.072399885019929569,F,1.0,-0.97693139148823238,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-16,5,Post,C+,3.3,-0.40060327215920916,C,3.0,-0.59679752360343585,D,2.0,-0.99462672762222315,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-15,4,Post,C-,2.7,-0.27486615002543541,D,2.0,-0.5143347819997377,F,1.0,-0.99362904480992653,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-14,3,Post,D+,2.3,-0.24905414083277141,F,1.0,-0.51950700408734,F,1.0,-0.995034480533257,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-13,2,Post,C-,2.7,-0.32420106146573391,D,2.0,-0.43534296514466841,F,1.0,-0.99560389841598385,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-12,1,Post,B+,4.3,-0.40642866807547112,C,3.0,-0.73519692179393437,A,5.0,-0.99725141282368068,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-11,7,Post,C-,2.7,-0.33784058358137975,D,2.0,-0.53623390593455234,F,1.0,-0.99283309703855982,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-10,6,Post,D+,2.3,-0.24726359431601408,F,1.0,-0.54925719856780042,F,1.0,-0.99242268829252211,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-09,5,Post,D+,2.3,-0.21487532361402253,F,1.0,-0.53478215902066506,F,1.0,-0.9940228909970914,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-08,4,Post,D+,2.3,-0.15790385377842805,F,1.0,-0.52795454094425887,F,1.0,-0.993780986329738,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-07,3,Post,D+,2.3,-0.15805612711314715,F,1.0,-0.48676146391846292,F,1.0,-0.99495598815796271,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-06,2,Post,D+,2.3,-0.18950931784146768,F,1.0,-0.52857283761348006,F,1.0,-0.99465058515449323,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-05,1,Post,C-,2.7,-0.24838449442570423,F,1.0,-0.55415592275660142,D,2.0,-0.99509500034232279,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-04,7,Post,C-,2.7,-0.21483387860307609,F,1.0,-0.56758121769632008,D,2.0,-0.99342294027063016,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-03,6,Post,D+,2.3,-0.24554104160624396,F,1.0,-0.5183917722896777,F,1.0,-0.9929349489287963,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-02,5,Post,C,3.0,-0.26249410825650021,D,2.0,-0.58491011790125291,D,2.0,-0.994973868470042,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-04-01,4,Post,D+,2.3,-0.13982710269536194,F,1.0,-0.46929713176453747,F,1.0,-0.99405438750957642,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-31,3,Post,D+,2.3,-0.080542827654810314,F,1.0,-0.44107362227719515,F,1.0,-0.99410779002652117,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-30,2,Post,D+,2.3,-0.13045423370547174,F,1.0,-0.42152004100647589,F,1.0,-0.9940299419240507,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-29,1,Post,D+,2.3,-0.15352583146851798,F,1.0,-0.48691955726382541,F,1.0,-0.99134038412584846,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-28,7,Post,D+,2.3,-0.17037335164084186,F,1.0,-0.53249503000678455,F,1.0,-0.98937129725477224,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-27,6,Post,C-,2.7,-0.21806696112727006,F,1.0,-0.56395373835937412,D,2.0,-0.98927143440844945,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-26,5,Post,D+,2.3,-0.13043596991667075,F,1.0,-0.53095901337472007,F,1.0,-0.98985272350122,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-25,4,Post,D+,2.3,-0.089084611436584749,F,1.0,-0.48972980189365395,F,1.0,-0.99002089873183974,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-24,3,Post,D+,2.3,-0.049122757719128371,F,1.0,-0.43420903079869311,F,1.0,-0.99014695972966615,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-23,2,Post,D+,2.3,-0.10082584987077087,F,1.0,-0.41763504012472419,F,1.0,-0.9897827209136002,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-22,1,Post,D+,2.3,-0.065339629553000725,F,1.0,-0.48916250959462554,F,1.0,-0.99138292090947266,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-21,7,Post,C,3.0,-0.11396929155438756,F,1.0,-0.60101936863590921,C,3.0,-0.99270973051788025,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-20,6,Post,C+,3.3,-0.15830309950025626,F,1.0,-0.65112572513173417,B,4.0,-0.99039640557005792,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-19,5,Post,D+,2.3,-0.24043556066841562,F,1.0,-0.508538248537066,F,1.0,-0.98953186657043946,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-18,4,Post,D+,2.3,-0.023119822537377589,F,1.0,-0.29224650377236205,F,1.0,-0.98701642147526414,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-17,3,Post,D+,2.3,0.0353991030152338,F,1.0,-0.20077650964228674,F,1.0,-0.98709177637340617,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-16,2,Post,D+,2.3,-0.021346498978399558,F,1.0,-0.1677918511088313,F,1.0,-0.985041559742835,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-15,1,Post,D+,2.3,-0.061973426140530585,F,1.0,-0.17072218934575764,F,1.0,-0.9866875360787003,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-14,7,Post,C-,2.7,-0.25323039033537714,D,2.0,-0.28035989919017751,F,1.0,-0.9847239423684232,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-13,6,Post,D+,2.3,-0.18000652385898311,F,1.0,-0.1963720489088405,F,1.0,-0.98368855198292382,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-12,5,Post,D+,2.3,-0.16536903009106305,F,1.0,-0.058392827062843738,F,1.0,-0.98289021261344878,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-11,4,Post,D+,2.3,-0.019152621530176422,F,1.0,-0.11474438093794677,F,1.0,-0.97215460450805324,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-10,3,Post,D+,2.3,-0.011512510434637906,F,1.0,-0.06359340148156066,F,1.0,-0.97807172464066494,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-09,2,Post,D+,2.3,-0.0514023461248938,F,1.0,-0.06358779855904545,F,1.0,-0.97902542186556174,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-08,1,Pre,D+,2.3,-0.0024834402475572169,F,1.0,-0.01454752246796147,F,1.0,-0.98391236307291952,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-07,7,Pre,D+,2.3,-0.039573295615995673,F,1.0,0.033184074520033087,F,1.0,-0.97551275680992733,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-06,6,Pre,D+,2.3,-0.058564728151717239,F,1.0,0.017519928365698424,F,1.0,-0.97232686439670313,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-05,5,Pre,D+,2.3,-0.04754948952478575,F,1.0,-0.00657855413125311,F,1.0,-0.97588657344482255,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-04,4,Pre,D+,2.3,-0.025590727766631412,F,1.0,-0.0049199183646243807,F,1.0,-0.97723591909753438,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-03,3,Pre,D+,2.3,-0.099415421355477651,F,1.0,-0.03611372346527332,F,1.0,-0.97790171835644546,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-02,2,Pre,D+,2.3,-0.079003886968167222,F,1.0,-0.019407895758651129,F,1.0,-0.977384375289388,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-03-01,1,Pre,D+,2.3,-0.00926093784148854,F,1.0,-0.073690210639008463,F,1.0,-0.98175819893799532,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-02-29,7,Pre,D+,2.3,0.070244351117313447,F,1.0,0.12852872527409245,F,1.0,-0.968527709877852,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-02-28,6,Pre,D+,2.3,0.10843948195169451,F,1.0,0.0811527340369706,F,1.0,-0.9650639198683022,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-02-27,5,Pre,D+,2.3,0.082711370776855239,F,1.0,0.022482539691233944,F,1.0,-0.97181402853850651,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-02-26,4,Pre,D+,2.3,0.0990949852569513,F,1.0,0.05573106888155703,F,1.0,-0.97490005810540792,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-02-25,3,Pre,D+,2.3,-0.010170371345788784,F,1.0,-0.026309398354639281,F,1.0,-0.97725338453187,A,5.0
WY,56,Wyoming,577737,2020-04-17 19:15:42.785758 UTC,2020-02-24,2,Pre,D+,2.3,0.0060739798722401206,F,1.0,-0.076210690684572424,F,1.0,-0.9768040721485558,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-16,5,Post,C,3.0,-0.47779765553372583,C,3.0,-0.54859843225901284,F,1.0,-0.99935125795453672,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-15,4,Post,C,3.0,-0.4757621388089327,C,3.0,-0.50662434055981587,F,1.0,-0.99929668693771345,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-14,3,Post,C,3.0,-0.489710848932588,C,3.0,-0.52681667659092868,F,1.0,-0.99941840353191769,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-13,2,Post,C,3.0,-0.45318919201578112,C,3.0,-0.42045677837001877,F,1.0,-0.9994744781328424,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-12,1,Post,B,4.0,-0.59712236660253337,B,4.0,-0.64455636574627018,C,3.0,-0.99966941891343553,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-11,7,Post,C,3.0,-0.4266707807405401,C,3.0,-0.46049956954150706,F,1.0,-0.99923180879007312,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-10,6,Post,C,3.0,-0.49488396367497689,C,3.0,-0.48648520217999347,F,1.0,-0.99905842262258915,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-09,5,Post,C,3.0,-0.50285134653840735,C,3.0,-0.48501915830066172,F,1.0,-0.99943330807529274,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-08,4,Post,C,3.0,-0.50965847562627042,C,3.0,-0.46106148654626222,F,1.0,-0.99938193909030348,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-07,3,Post,C,3.0,-0.501597831560556,C,3.0,-0.47745858928977214,F,1.0,-0.9995856210615115,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-06,2,Post,C,3.0,-0.50301407946844323,C,3.0,-0.48438837495949516,F,1.0,-0.99946759136846419,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-05,1,Post,B-,3.7,-0.561103626247345,B,4.0,-0.59078846080340963,D,2.0,-0.99956199555882563,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-04,7,Post,C+,3.3,-0.50240303289507271,C,3.0,-0.565503527386411,D,2.0,-0.9994191353810814,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-03,6,Post,C,3.0,-0.49291695409927411,C,3.0,-0.45798063946870388,F,1.0,-0.99936326763567584,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-02,5,Post,C,3.0,-0.54893609883638306,C,3.0,-0.48125010050387795,F,1.0,-0.99942193349353814,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-04-01,4,Post,C,3.0,-0.49530686005458419,C,3.0,-0.42165610620216193,F,1.0,-0.99944123215092928,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-31,3,Post,C,3.0,-0.45652643145076544,C,3.0,-0.38147481498296787,F,1.0,-0.99939123546302433,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-30,2,Post,C,3.0,-0.46940370628374867,C,3.0,-0.46984524785397297,F,1.0,-0.99947916279098326,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-29,1,Post,B-,3.7,-0.55819600841556483,B,4.0,-0.59128434722447376,D,2.0,-0.99919664980071565,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-28,7,Post,C,3.0,-0.49104820381620595,C,3.0,-0.50334590089509246,F,1.0,-0.998830360621219,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-27,6,Post,C,3.0,-0.48724733351563926,C,3.0,-0.46257471924061777,F,1.0,-0.99860573487161142,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-26,5,Post,C,3.0,-0.47088221199499253,C,3.0,-0.43445440785727657,F,1.0,-0.99876583969474042,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-25,4,Post,C,3.0,-0.45339510420660856,C,3.0,-0.44914066977540995,F,1.0,-0.99882046932848123,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-24,3,Post,C,3.0,-0.44869897226559574,C,3.0,-0.394766741472983,F,1.0,-0.99872201144846873,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-23,2,Post,C,3.0,-0.44347693954751932,C,3.0,-0.41523485225934276,F,1.0,-0.99867794379070718,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-22,1,Post,C,3.0,-0.41353352786233966,C,3.0,-0.44577647769716439,F,1.0,-0.99889701308535783,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-21,7,Post,C,3.0,-0.41025012250505843,C,3.0,-0.52352611199055765,F,1.0,-0.999193464469156,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-20,6,Post,C-,2.7,-0.39283396590460229,D,2.0,-0.50911914750329246,F,1.0,-0.998630391129977,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-19,5,Post,C-,2.7,-0.38882357368806847,D,2.0,-0.38348770000324828,F,1.0,-0.99848596114970944,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-18,4,Post,D+,2.3,-0.16251106775481694,F,1.0,-0.27612734022011481,F,1.0,-0.99832131097220445,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-17,3,Post,D+,2.3,-0.1460914709388289,F,1.0,-0.19245293740834177,F,1.0,-0.99814493647865421,A,5.0
AK,02,Alaska,737438,2020-04-17 19:15:42.785758 UTC,2020-03-16,2,Post,D+,2.3,-0.14301777424529111,F,1.0,-0.10019091141693028,F,1.0,-0.99778545212035208,A,5.0
